feature_1;feature_2;Label
35706;35668;1
35082;36107;1
36706;35481;1
34908;37903;1
37647;35555;1
35783;37166;1
37402;36276;1
35670;37962;1
34946;37735;1
33915;36655;1
34505;38899;1
33015;34994;1
33736;36497;1
35715;38983;1
36897;38179;1
37190;36876;1
36506;37796;1
35348;35091;1
35158;36723;1
36329;34019;1
34189;35807;1
35355;35916;1
33189;39289;1
37321;36461;1
37955;38784;1
33228;37025;1
34885;37762;1
36792;36418;1
35316;33423;1
33494;36540;1
33419;32877;1
33289;37628;1
34116;36691;1
36360;37624;1
34564;38714;1
35715;35049;1
36260;35245;1
35993;36755;1
34947;37142;1
34177;36131;1
34666;35740;1
34429;38562;1
35129;38752;1
36452;37390;1
35397;38645;1
38050;37010;1
34639;35788;1
32388;32912;1
34595;33970;1
35045;35212;1
37004;35221;1
35398;34770;1
35668;37707;1
35582;36628;1
35758;61383;1
37510;58769;1
35937;58405;1
33096;58751;1
37411;59122;1
37356;56126;1
36024;58025;1
35873;57697;1
35043;57610;1
38898;57418;1
35756;56883;1
35770;57807;1
35393;59625;1
32705;60775;1
36112;57732;1
37949;59005;1
35942;60910;1
35962;58314;1
34975;56890;1
36383;56022;1
33530;56923;1
35784;57029;1
37004;59517;1
38885;57734;1
34875;58388;1
35249;56647;1
35783;56895;1
36231;58437;1
34200;56925;1
34007;59541;1
36695;57484;1
38784;58347;1
35592;58810;1
34117;58619;1
39624;59103;1
33206;57563;1
34604;59669;1
36244;56138;1
36930;55331;1
37122;56772;1
35993;58661;1
37553;58116;1
35848;59537;1
38069;55943;1
36066;57264;1
32124;60045;1
34899;58230;1
34273;57126;1
35111;58432;1
35084;59440;1
36584;56278;1
37828;57851;1
37832;60136;1
37545;58893;1
34908;60044;1
34987;58420;1
35275;57488;1
38898;59326;1
36797;57177;1
36422;58722;1
37089;58692;1
38608;57465;1
32095;59743;1
35152;57713;1
33558;57552;1
37697;57060;1
33063;56115;1
36333;60512;1
35787;56466;1
32799;57530;1
34681;58065;1
35761;58216;1
37112;58015;1
39732;56921;1
34913;61426;1
37747;58700;1
34791;58145;1
34951;57945;1
37506;58549;1
35193;58621;1
37935;58459;1
36620;58389;1
38451;59019;1
34554;57983;1
34159;58997;1
36524;55728;1
33395;58278;1
34766;58226;1
35824;58802;1
38495;57407;1
37013;61138;1
34997;58446;1
37319;55871;1
34725;59050;1
33199;57554;1
35014;60821;1
34503;57015;1
37606;55666;1
36898;56928;1
39365;57730;1
36491;57842;1
34747;60283;1
37080;56004;1
36613;57187;1
36411;60222;1
36755;56506;1
38026;57280;1
33856;55956;1
35289;56894;1
37266;56882;1
36339;59245;1
34473;57654;1
38077;58627;1
36499;57389;1
35972;56943;1
34357;59322;1
36181;57684;1
35960;57198;1
35581;56575;1
35128;56951;1
32935;60307;1
32599;57242;1
35589;56711;1
33182;58518;1
37456;56022;1
35008;57917;1
36887;58929;1
34622;57152;1
36318;58811;1
33776;55987;1
36379;60152;1
34697;59793;1
36394;58547;1
34136;58308;1
38034;58930;1
34660;57638;1
35981;57014;1
36088;59612;1
35259;57182;1
35608;59727;1
38215;56305;1
35757;57154;1
39108;56012;1
35532;57502;1
36791;56396;1
36624;58909;1
34771;59105;1
36021;57104;1
34483;57326;1
36590;58007;1
30519;60575;1
29428;57368;1
30187;59977;1
34340;61421;1
29923;60355;1
30489;60077;1
30296;61349;1
30866;61518;1
30182;61719;1
28368;60908;1
31926;61137;1
28683;57407;1
31067;60362;1
30509;59837;1
27876;58342;1
33271;57782;1
29384;62711;1
29900;61662;1
31942;60281;1
31730;60252;1
30227;60750;1
32813;61223;1
29611;60580;1
28715;59480;1
29218;59842;1
28632;58133;1
31228;60401;1
28905;58423;1
28036;60557;1
30812;58352;1
29795;59553;1
31180;59521;1
29076;64142;1
31575;58716;1
30790;59476;1
30263;59404;1
30148;61153;1
31320;60589;1
32172;60307;1
29673;59444;1
31229;60305;1
30843;59648;1
28195;61205;1
29994;62114;1
31175;60213;1
27161;58169;1
29683;60458;1
32238;58780;1
27350;59069;1
30122;58919;1
31670;61143;1
28257;58652;1
28721;59763;1
30131;60185;1
33108;58316;1
28220;62367;1
31245;59699;1
28369;62327;1
30721;60879;1
31953;59220;1
32018;59149;1
30811;58156;1
29254;59416;1
29697;59137;1
31812;61323;1
30354;61456;1
28198;60605;1
30924;57500;1
29247;59944;1
32147;60334;1
31134;58676;1
31721;59362;1
29427;60395;1
28783;57383;1
26472;60530;1
31018;59733;1
30262;60642;1
30235;59736;1
30890;60903;1
30918;59961;1
32966;61052;1
32249;59188;1
30408;63018;1
30359;60314;1
31477;59334;1
32602;62162;1
30499;61558;1
31078;59348;1
31397;60532;1
30013;59736;1
28794;56826;1
29754;63112;1
32753;58596;1
27987;58149;1
30571;61249;1
30539;60470;1
29782;61349;1
29079;61553;1
29691;61444;1
32169;61430;1
32179;62498;1
28294;60680;1
31265;60482;1
32587;59699;1
30750;58834;1
26974;62911;1
31076;58489;1
30840;60498;1
32539;58342;1
27896;59461;1
29766;58683;1
29790;59882;1
31982;57681;1
29949;60400;1
31465;60313;1
29115;62802;1
27314;59327;1
29317;64018;1
29895;58833;1
30885;61062;1
28036;58962;1
30823;59078;1
32856;59784;1
30362;59196;1
28541;58430;1
27471;62782;1
29643;57325;1
31582;61732;1
32004;62660;1
27038;60527;1
30099;59667;1
28169;57906;1
30742;63924;1
32581;58888;1
30334;59872;1
31245;58928;1
31379;58565;1
31448;59927;1
31470;59923;1
28765;57296;1
27973;59365;1
29885;58983;1
31657;59010;1
29468;61338;1
32938;61527;1
28751;58360;1
29694;59689;1
29540;59352;1
28078;58870;1
29067;60173;1
27091;54253;1
25124;57119;1
24089;56850;1
25810;55297;1
25926;58142;1
24426;55480;1
25210;58815;1
25417;57487;1
24312;54819;1
26499;54391;1
24887;53865;1
25528;57475;1
26769;56753;1
28476;54046;1
24636;56094;1
24740;57086;1
28047;56907;1
24741;56290;1
26841;54215;1
27701;55093;1
24882;54495;1
26259;55919;1
29105;56069;1
26732;56854;1
26151;55931;1
24476;56502;1
27713;57427;1
27368;54677;1
26140;55358;1
23516;55985;1
26211;56561;1
27130;55011;1
25948;55864;1
25596;58567;1
27205;55025;1
28236;54891;1
27897;57731;1
27478;57943;1
25888;54491;1
27173;54448;1
27532;59289;1
26674;53557;1
25846;54507;1
25991;58191;1
27551;56259;1
28449;55196;1
27670;56086;1
26945;58804;1
25177;55242;1
25339;56578;1
27126;54499;1
25718;54991;1
26385;53305;1
27360;55934;1
27288;56112;1
27361;56240;1
25878;52642;1
26181;57969;1
27473;55944;1
25369;55414;1
25655;56158;1
26016;56218;1
24424;56102;1
25310;58129;1
29533;56041;1
25550;58911;1
26789;53709;1
26946;57437;1
26058;58097;1
26555;55832;1
24231;55657;1
28028;57612;1
27149;56242;1
28224;57542;1
24968;57913;1
25717;58732;1
28411;56537;1
25109;56417;1
28547;57790;1
26228;54976;1
26848;55785;1
25848;56325;1
22974;56798;1
26160;57328;1
27525;54513;1
24142;55523;1
28861;57184;1
25822;59362;1
25222;55964;1
24703;55336;1
25646;54908;1
28298;57069;1
27859;55067;1
25189;57568;1
26965;56632;1
27120;56152;1
23696;54533;1
24570;55662;1
24288;57687;1
27682;54025;1
28689;57577;1
25866;55125;1
28892;56367;1
27181;56894;1
27722;55535;1
26440;56269;1
25068;56180;1
25350;56240;1
24894;55489;1
26916;58640;1
26856;58680;1
26989;55322;1
27587;57391;1
28152;57574;1
26384;59489;1
27605;55558;1
25129;54989;1
25784;57903;1
25439;55060;1
27859;55438;1
27879;53983;1
26119;55228;1
24690;57613;1
26625;55961;1
25593;53412;1
28416;57001;1
27467;57447;1
25343;54674;1
27552;55144;1
25340;53689;1
28399;57539;1
24710;56117;1
26359;56268;1
27427;54209;1
25496;52962;1
25661;57052;1
26695;59233;1
27268;55029;1
28234;53574;1
24946;55995;1
24659;58265;1
23172;56902;1
25794;56088;1
28875;55935;1
25031;56372;1
25766;56091;1
25819;57753;1
26560;56548;1
24824;54698;1
27012;53620;1
19025;62636;1
19900;60714;1
18954;57047;1
19344;62840;1
17751;61428;1
21627;58160;1
22326;60658;1
19382;63395;1
21972;60531;1
20134;61633;1
20702;61057;1
21312;59368;1
18481;60786;1
18767;60985;1
20334;61581;1
19526;59848;1
22697;58797;1
19294;59703;1
20526;60843;1
18772;60025;1
18039;59768;1
21628;60449;1
19021;61319;1
18575;61722;1
20836;59046;1
20105;59016;1
19699;62296;1
18817;58878;1
18943;58109;1
18815;62114;1
22810;58901;1
21185;60062;1
20509;59928;1
20804;60148;1
19594;59972;1
18197;61377;1
19537;61008;1
19595;58362;1
18875;60987;1
21148;58036;1
20417;60494;1
18640;59549;1
18415;57704;1
19158;59031;1
19098;60621;1
19527;58633;1
17848;61122;1
21104;59172;1
19291;57452;1
19934;60059;1
19522;63016;1
18689;60259;1
18453;61868;1
18837;60633;1
21045;63698;1
18910;61556;1
19054;59966;1
19627;61579;1
19455;56683;1
19555;60570;1
18121;58870;1
20010;59733;1
20066;61008;1
22093;61464;1
18862;58907;1
20201;60795;1
20130;59952;1
16642;61808;1
19757;56557;1
19668;59725;1
19400;59155;1
19361;60098;1
19050;60020;1
20802;61143;1
20315;58888;1
20089;62129;1
21129;61824;1
19037;59703;1
19762;60770;1
20528;60152;1
18805;60199;1
17439;61792;1
18764;59172;1
19267;62597;1
19058;56889;1
18920;61294;1
18703;62842;1
20482;60234;1
20238;61647;1
18728;61944;1
22126;61424;1
20128;61744;1
18698;58855;1
20003;60955;1
19073;60999;1
16391;59781;1
18783;62031;1
17429;60166;1
18201;61721;1
20045;61007;1
19904;61451;1
18277;62796;1
17796;59483;1
19306;60051;1
21523;61439;1
19698;58963;1
20282;58698;1
20513;62539;1
18124;58780;1
19041;61593;1
18552;59781;1
20263;60620;1
19681;57745;1
21673;59416;1
20812;62779;1
19719;60027;1
20454;62980;1
17880;59110;1
20713;58152;1
22211;58498;1
18661;59697;1
21799;60449;1
20230;60131;1
20187;59082;1
19560;60184;1
20009;60409;1
19007;61003;1
18182;57369;1
20612;58724;1
16944;58772;1
19439;61775;1
19685;60178;1
20653;62961;1
18288;60306;1
21349;61968;1
21514;61173;1
20433;59887;1
18757;59265;1
19628;61511;1
17601;61680;1
20274;60701;1
20308;60378;1
20970;58660;1
18730;60090;1
19963;60202;1
21348;60804;1
19728;61905;1
19366;62085;1
18830;61493;1
19969;62625;1
18909;52601;1
17116;51058;1
16100;53394;1
16090;53751;1
20166;55842;1
15917;52931;1
15656;55281;1
18871;51566;1
19414;54082;1
16437;52739;1
16028;55929;1
15972;53146;1
16536;53987;1
17538;51935;1
18616;53201;1
14920;50298;1
16174;53398;1
19439;53600;1
17104;54251;1
19058;51974;1
20108;52854;1
18266;56898;1
17090;51246;1
13744;52654;1
16054;55988;1
16600;53018;1
17561;51049;1
17282;55598;1
16817;51881;1
18255;53443;1
17770;54173;1
14731;51470;1
16075;54791;1
15392;53579;1
17559;55061;1
17360;55652;1
14388;53648;1
15825;51910;1
17510;52863;1
17566;57245;1
18051;55242;1
16594;53441;1
16204;53729;1
17390;56678;1
14977;52231;1
16886;55893;1
14490;52708;1
16637;55718;1
15752;52224;1
15199;53223;1
19510;54266;1
16992;51815;1
16195;54362;1
17567;50758;1
15793;51066;1
16118;53752;1
15910;55839;1
17444;52150;1
16701;54462;1
18390;54942;1
16024;52949;1
17396;57433;1
17185;53896;1
16929;52931;1
16473;50288;1
19632;53822;1
18228;55601;1
17002;51945;1
20576;52371;1
17214;54634;1
18039;52392;1
16200;53672;1
17989;52479;1
16196;56850;1
20426;55459;1
16328;52639;1
16901;53816;1
14983;53966;1
16069;52884;1
16166;54679;1
16394;51979;1
14029;53667;1
16543;54520;1
14194;54889;1
17526;54728;1
14416;54620;1
15789;54786;1
16844;54821;1
17589;54560;1
18786;52874;1
14749;53899;1
17675;52826;1
15589;56047;1
16412;53126;1
18310;54461;1
15914;53383;1
13959;53191;1
18551;54688;1
17436;53910;1
16530;51754;1
17108;54583;1
18315;55201;1
16733;54802;1
15211;52424;1
17296;54776;1
17220;53722;1
16512;55230;1
17191;56131;1
17849;53689;1
14508;53392;1
17680;54393;1
16998;52999;1
17369;56734;1
16868;53705;1
16577;53157;1
15724;54447;1
19695;53726;1
14816;55172;1
16724;55595;1
15903;55703;1
14952;51337;1
15669;56859;1
18263;55490;1
17212;54748;1
16308;53650;1
17535;53169;1
16694;54124;1
16727;55149;1
19648;54157;1
16082;51794;1
16517;54872;1
17584;53227;1
18154;55292;1
13742;53876;1
16838;55160;1
15291;54334;1
17148;54571;1
18489;51924;1
17334;54335;1
17094;53425;1
19556;52167;1
15922;53981;1
14801;53213;1
15873;55374;1
16346;54075;1
15942;56662;1
16933;53507;1
17570;54450;1
16512;50780;1
14561;54365;1
11758;49219;1
8509;49110;1
10643;50924;1
12244;49180;1
8668;50711;1
11661;52373;1
10710;50492;1
9441;50343;1
10203;50042;1
10444;51042;1
11707;50831;1
10932;49591;1
10055;48235;1
10793;49879;1
11346;49957;1
12329;48590;1
7306;50995;1
11304;50748;1
10547;48630;1
8558;49409;1
9815;50653;1
10895;49868;1
10511;49865;1
10968;50319;1
8626;51634;1
12700;50715;1
11648;50442;1
11109;51972;1
9348;50510;1
8881;51111;1
12093;50390;1
9631;49449;1
11266;47149;1
9750;52405;1
11972;49353;1
9139;52976;1
11504;49504;1
9596;47780;1
10112;52474;1
10809;50800;1
11608;49849;1
12909;50774;1
11096;51227;1
10558;50509;1
11133;48302;1
8537;48947;1
12548;51547;1
9069;49741;1
7978;51465;1
10282;52410;1
12271;50801;1
10670;49473;1
10459;50893;1
11233;50321;1
9652;49848;1
9310;50120;1
7847;47923;1
10681;48326;1
10779;50685;1
9547;51751;1
12640;49781;1
8744;49618;1
11504;49613;1
11317;51837;1
10360;51110;1
10893;49089;1
8608;48734;1
8184;47904;1
10734;50592;1
6726;50619;1
9254;50786;1
8430;51751;1
8412;50016;1
7820;49655;1
9143;49825;1
11636;49520;1
8633;50850;1
8329;52004;1
12866;49685;1
10864;47595;1
11402;49037;1
10935;49427;1
10531;50395;1
8351;49532;1
11738;49383;1
11476;47853;1
9222;51346;1
10625;50748;1
9912;51973;1
10457;49183;1
13815;48988;1
10458;50079;1
9284;50452;1
12447;51465;1
9095;50175;1
11303;50343;1
12291;48192;1
9704;50842;1
10909;50127;1
8770;51221;1
9633;50259;1
10215;49540;1
10500;51664;1
7655;49235;1
12231;48044;1
12056;49839;1
12989;48969;1
8430;50059;1
10967;51076;1
9484;49619;1
10754;48878;1
11001;48738;1
10219;49251;1
9783;49864;1
9593;51293;1
7636;50773;1
9374;48912;1
7403;51446;1
8488;49132;1
6877;51095;1
10075;48613;1
11682;49377;1
7365;50119;1
10640;51413;1
10325;50271;1
9507;52117;1
13322;49302;1
11021;50533;1
10948;53029;1
10981;49305;1
10581;50713;1
9337;51408;1
8769;52311;1
10633;50668;1
11264;52550;1
9934;51608;1
10484;52679;1
9548;49906;1
9943;49251;1
9219;49078;1
9704;54563;1
11749;48185;1
9725;49372;1
11138;48042;1
9725;51363;1
10455;50923;1
6812;50588;1
10896;49165;1
10714;49809;1
9899;49825;1
3338;55373;1
5467;53449;1
4515;54198;1
4103;54138;1
4880;52026;1
5551;54081;1
4818;54966;1
5561;54946;1
5313;53165;1
6657;54030;1
2946;53519;1
5335;52707;1
6960;49868;1
4170;52692;1
3087;54671;1
3957;54917;1
3559;52709;1
1751;53803;1
6509;52969;1
6605;54026;1
5923;55070;1
3491;55102;1
3349;52989;1
6873;51646;1
2659;53491;1
3437;53344;1
4705;54499;1
4929;51048;1
2827;53608;1
5927;52888;1
4322;52748;1
4955;52009;1
4671;53807;1
4714;57001;1
4979;54941;1
7352;50106;1
3816;53652;1
2236;53293;1
5039;52221;1
2895;53486;1
4342;52387;1
3552;57334;1
2689;54448;1
4915;55806;1
2313;53188;1
4370;53405;1
2855;54469;1
5484;54333;1
2777;56320;1
7256;53698;1
5435;52033;1
4450;56025;1
2046;55342;1
6618;53179;1
5842;52841;1
5307;54059;1
6928;53837;1
6501;54599;1
5849;53803;1
4082;52913;1
4045;55500;1
3632;53074;1
4377;55602;1
4948;56325;1
7543;53366;1
5671;52955;1
5454;53781;1
2497;53171;1
5723;53999;1
3471;54498;1
4734;55609;1
6656;55193;1
4525;54327;1
3899;53619;1
4290;52333;1
5984;54785;1
5365;53430;1
5701;54322;1
5909;53917;1
5607;53420;1
6763;54572;1
4978;54499;1
4293;55401;1
6172;53566;1
4899;54374;1
4316;54712;1
5698;52940;1
4194;52747;1
4412;53232;1
5461;55324;1
5217;55918;1
4525;54739;1
3414;54902;1
4864;52852;1
6435;52672;1
3715;53236;1
4207;55247;1
4373;53471;1
4122;53342;1
4079;52468;1
6187;54536;1
5336;54167;1
6597;53337;1
2559;53516;1
4705;54880;1
2975;54777;1
3565;52922;1
5706;53205;1
5141;51928;1
17;53801;1
7617;54283;1
5712;52647;1
4197;53856;1
4687;53543;1
4831;54582;1
3988;56542;1
3841;55068;1
5204;51722;1
6164;54498;1
5562;53837;1
2642;55241;1
4048;54140;1
4482;55505;1
4025;53331;1
3567;52072;1
6202;56365;1
3910;54867;1
2580;55663;1
6146;53878;1
4740;54190;1
5481;53730;1
5884;51941;1
3993;54771;1
4184;56655;1
5039;52327;1
5325;54592;1
6565;57240;1
5982;54491;1
3280;54325;1
5083;53207;1
4593;56428;1
5016;56337;1
4222;53879;1
4716;54264;1
4667;52631;1
6681;54199;1
6631;53784;1
4364;54081;1
7497;53513;1
3571;53101;1
10139;60124;1
8580;56978;1
9277;60551;1
10040;60059;1
8531;62942;1
12231;62033;1
11907;59062;1
10162;56940;1
11332;60501;1
9481;59972;1
7915;59830;1
10245;60721;1
12795;59389;1
12134;61178;1
8481;59528;1
12399;59721;1
7865;58669;1
9872;59262;1
10813;57597;1
9781;58820;1
11954;63340;1
6577;62194;1
10963;60408;1
10824;56861;1
10804;59547;1
11335;61153;1
8460;59979;1
10541;58366;1
9325;61499;1
9852;58306;1
6623;59654;1
11949;59100;1
10810;60398;1
11982;59504;1
11058;58087;1
8613;58180;1
9987;59588;1
10495;59902;1
11444;57864;1
8427;58780;1
11968;58691;1
9015;59230;1
14490;59659;1
8338;60319;1
11831;59081;1
12465;58616;1
10254;56364;1
11175;59264;1
10081;57737;1
11585;60290;1
10567;61071;1
11377;61415;1
8542;59770;1
9242;60721;1
8353;59821;1
10409;55838;1
10603;59956;1
10216;60154;1
11096;57117;1
10677;55312;1
12474;57795;1
10812;61715;1
11080;57594;1
13095;61223;1
12412;59050;1
8809;58271;1
12778;62049;1
10449;62189;1
8681;62818;1
13671;59637;1
8149;60049;1
10093;57968;1
12202;60952;1
10837;57202;1
10700;60580;1
9656;58216;1
9326;60606;1
11496;58947;1
10599;60752;1
10975;59231;1
12278;57902;1
11545;59063;1
12886;61092;1
9819;58554;1
11279;63706;1
10728;62127;1
9858;59272;1
11481;59797;1
10315;60301;1
10866;59140;1
9427;60973;1
12008;58420;1
9820;58508;1
13050;61662;1
7736;60919;1
10720;62473;1
12942;61313;1
12029;60342;1
12909;58933;1
9916;60240;1
12191;57368;1
11740;59652;1
10271;60510;1
10218;60133;1
8147;57929;1
13615;60184;1
13190;59501;1
11815;58248;1
8577;61455;1
12671;61339;1
8378;60945;1
9841;59925;1
11304;58688;1
12285;61395;1
10338;60470;1
9530;61240;1
10941;57507;1
9620;62215;1
9706;59947;1
8247;60295;1
10546;60683;1
10319;62431;1
9412;59366;1
8857;60404;1
11005;59848;1
12812;61175;1
9107;58547;1
9717;60903;1
10623;61373;1
10473;60989;1
8189;57252;1
7561;61021;1
11639;60658;1
13437;62373;1
8957;59639;1
10084;61366;1
10415;61631;1
11583;60356;1
9882;60566;1
11638;60356;1
8932;62598;1
9182;62144;1
8948;58608;1
10338;58184;1
9538;59116;1
8656;60454;1
11036;59053;1
8730;58342;1
8780;58483;1
9888;60609;1
42763;55722;1
41745;55036;1
41434;56533;1
45509;54192;1
43605;54433;1
41430;54372;1
43808;56317;1
43051;54413;1
46893;54869;1
41590;54991;1
43097;55525;1
43588;53879;1
44528;55913;1
42669;54424;1
45186;55167;1
42844;52521;1
41186;55401;1
40674;52839;1
43073;54867;1
43931;53583;1
41558;54649;1
41560;56240;1
43818;54730;1
45242;56640;1
43226;55759;1
44538;54319;1
43280;54454;1
43969;56174;1
42512;54055;1
43290;55799;1
41951;55065;1
43821;54110;1
43450;54663;1
45458;54605;1
43952;55424;1
43954;55865;1
42257;53491;1
42030;55457;1
42067;56294;1
42007;55049;1
45090;57235;1
42504;56440;1
43739;54783;1
43850;52909;1
43737;56928;1
42794;54549;1
43371;55785;1
43518;55141;1
44904;56368;1
40369;55514;1
45665;52311;1
40552;54754;1
44252;55655;1
42577;55992;1
45073;55291;1
43964;53370;1
41562;55042;1
43925;55240;1
43690;55642;1
42303;56594;1
42226;51863;1
44123;54027;1
44315;54133;1
42066;56748;1
43396;55572;1
41960;56404;1
42805;56345;1
44162;54951;1
46137;56392;1
42298;54687;1
43438;54681;1
46076;56226;1
41660;54312;1
42939;54538;1
42177;55116;1
43734;56703;1
45665;53642;1
44114;56514;1
42200;56200;1
41539;54557;1
41348;52206;1
43392;54968;1
42196;52532;1
46337;57566;1
39975;56097;1
41505;57046;1
40720;56335;1
42144;56095;1
42287;55605;1
43050;53709;1
41587;57430;1
43049;54257;1
46316;56515;1
42618;55808;1
43338;56219;1
43972;56345;1
45375;56319;1
45540;54967;1
41532;55339;1
40587;54291;1
43480;54527;1
41328;54662;1
44834;56210;1
43772;54935;1
44852;53225;1
43701;56882;1
42741;57727;1
43803;53692;1
41794;53379;1
42842;54189;1
45049;54051;1
44577;53785;1
43784;52818;1
43237;54823;1
43095;55997;1
44120;55931;1
43118;54544;1
44971;53046;1
42756;54099;1
43191;54856;1
44721;57831;1
42907;53491;1
42608;53636;1
42497;55648;1
45022;54903;1
43588;53626;1
44552;55510;1
43148;53760;1
41965;56183;1
41983;53565;1
41742;54194;1
44306;54281;1
43931;55530;1
44445;54947;1
42546;55250;1
41207;54110;1
44292;56530;1
41982;56502;1
43888;55495;1
43245;53795;1
44091;54288;1
44955;53409;1
43586;52147;1
45270;52179;1
44007;56241;1
43296;53627;1
44138;54632;1
43972;56207;1
43394;55343;1
44538;52532;1
47600;59005;1
47503;59980;1
47963;59842;1
47199;59060;1
47200;59031;1
47367;60872;1
46480;61329;1
47486;59732;1
47776;60314;1
45952;59268;1
49808;58728;1
45576;57409;1
45682;57127;1
46415;58450;1
48434;59614;1
47967;59323;1
47389;58806;1
46377;57225;1
47740;60151;1
49007;60804;1
46323;60485;1
43603;60576;1
47980;60330;1
44924;58440;1
47602;58751;1
46116;57531;1
46677;57968;1
48147;58486;1
46224;58268;1
46816;59424;1
46930;62762;1
45934;61462;1
46588;58873;1
46887;58903;1
48268;58780;1
45014;57009;1
47816;59654;1
44602;58814;1
46698;59409;1
46463;59710;1
47870;57743;1
48548;57337;1
44610;61047;1
45509;57926;1
48267;59212;1
46782;59290;1
48378;60485;1
46232;58425;1
45366;60734;1
46923;60229;1
47844;57963;1
47468;58916;1
46188;61604;1
47670;60737;1
45098;58056;1
47131;57719;1
46205;59883;1
47080;59681;1
46949;57454;1
47324;58063;1
48067;58637;1
47296;56836;1
47044;58699;1
47703;58903;1
48393;58921;1
47211;60068;1
47879;58868;1
50084;60284;1
46357;57151;1
45764;58065;1
51139;59585;1
47557;60277;1
47808;58754;1
47613;60401;1
46165;58694;1
48042;60907;1
48454;58189;1
47375;60822;1
46681;59373;1
50896;58701;1
46035;59237;1
47194;57610;1
46728;59448;1
50043;59048;1
49611;57641;1
47518;59285;1
48266;58415;1
47866;61415;1
46046;58977;1
48368;57886;1
48242;59279;1
47947;57572;1
46228;58634;1
46641;58497;1
46928;61322;1
44650;60694;1
47474;60349;1
46650;60203;1
48738;59314;1
48484;58286;1
48278;59764;1
45942;62277;1
46112;59260;1
48262;57550;1
48789;58150;1
46611;59528;1
45960;59176;1
47407;59374;1
46861;63137;1
45700;58817;1
44615;57635;1
47109;58064;1
47323;59670;1
48733;59581;1
47212;61159;1
45345;59997;1
46070;57360;1
46353;59003;1
48271;58900;1
44663;57802;1
47806;59657;1
47058;58373;1
46933;59269;1
48613;56424;1
47571;55890;1
47570;57320;1
46845;61271;1
46708;59648;1
46518;59404;1
46238;58925;1
47693;59141;1
48098;57107;1
46352;59510;1
51041;59578;1
46818;59467;1
46731;58185;1
48368;59001;1
46966;56405;1
46175;58661;1
45889;61544;1
45782;57022;1
48184;59753;1
47975;61610;1
45284;59691;1
45657;57651;1
48382;60296;1
47369;59613;1
45278;59639;1
48789;60495;1
47195;59087;1
16310;42838;1
14529;44667;1
15639;42673;1
11073;43577;1
15360;41918;1
14401;44849;1
16163;45074;1
14973;44050;1
16007;41508;1
14543;43762;1
12094;42449;1
14766;44432;1
13004;45304;1
14189;42315;1
15175;43650;1
13782;39434;1
12059;41470;1
12879;45693;1
14973;45213;1
15241;45564;1
13915;43278;1
13038;43418;1
14688;44005;1
12675;42095;1
11741;45272;1
14067;44806;1
14302;43181;1
13145;42257;1
13343;42577;1
13702;43245;1
12288;42992;1
15291;46302;1
15612;45247;1
11222;43005;1
14932;43758;1
12921;43343;1
12244;41823;1
14719;44066;1
13725;44902;1
15772;42391;1
13795;42806;1
14738;42718;1
11715;41855;1
13292;45173;1
16843;41532;1
17354;43900;1
13118;44260;1
13170;41517;1
13962;41988;1
14895;41365;1
12669;43767;1
15424;39497;1
13938;43472;1
11977;43295;1
13331;41632;1
15004;42307;1
14950;43226;1
15617;44932;1
14015;43167;1
13283;43735;1
13832;44314;1
12018;44436;1
14611;43550;1
14824;42393;1
12657;42917;1
15101;43498;1
14247;42987;1
11540;42854;1
12209;44229;1
14853;43182;1
10527;42775;1
14839;42349;1
13645;43424;1
15836;45980;1
13340;43920;1
16772;41789;1
12601;43739;1
14238;44307;1
13509;42666;1
14816;42924;1
15190;43388;1
14932;44282;1
14821;42289;1
12976;42893;1
17399;45218;1
14606;45093;1
13376;44224;1
13033;46582;1
13673;42787;1
14350;42175;1
14133;40193;1
13989;42197;1
13672;43291;1
12838;44094;1
13437;43921;1
16969;42472;1
12812;42961;1
12209;42018;1
16231;41723;1
14920;42663;1
12914;44367;1
12302;44075;1
12807;43995;1
14330;44486;1
11277;43750;1
13627;42127;1
11720;43669;1
12250;43253;1
13778;43055;1
14532;45517;1
11505;42400;1
14732;41301;1
14242;46062;1
14312;43885;1
11342;44595;1
14896;42618;1
15861;42881;1
14941;44280;1
15865;42124;1
13298;42991;1
12511;44211;1
15108;42189;1
13058;43476;1
13309;42292;1
13911;43400;1
14036;44957;1
11008;43793;1
13745;44363;1
13766;43381;1
11975;44335;1
12707;44732;1
15826;42516;1
14242;47449;1
13990;42565;1
14823;42317;1
13562;41690;1
14782;44208;1
15069;44471;1
12556;43853;1
12893;43813;1
13707;42127;1
14655;43612;1
14991;42009;1
13431;43471;1
12924;43633;1
11343;41951;1
13674;42904;1
17293;42226;1
11039;38831;1
12492;41072;1
16236;41968;1
13824;37378;1
17516;39586;1
16923;36809;1
14593;40118;1
14683;36805;1
17578;37686;1
18855;38176;1
15721;38939;1
16293;36422;1
15663;39807;1
13864;41156;1
14891;39609;1
14193;37146;1
15903;39953;1
17830;37298;1
17794;37799;1
15970;35907;1
17010;38367;1
15778;37432;1
16515;35083;1
16414;36076;1
14535;38111;1
18387;37949;1
19215;36537;1
14089;36807;1
15643;37071;1
16539;36513;1
17000;36353;1
17057;37353;1
16056;37834;1
16086;38113;1
16962;38535;1
14022;38099;1
16676;38732;1
16495;36750;1
14777;36426;1
15634;37284;1
14782;38036;1
15693;39198;1
17384;37851;1
14906;38483;1
16090;36549;1
13682;38082;1
