x;y;z;Label;adl;feature_1;feature_2;feature_3
27;52;39;1;brush_teeth;28.0;50.0;37.0
32;62;28;1;brush_teeth;28.0;50.0;37.0
36;63;19;1;brush_teeth;28.0;50.0;37.0
33;46;24;1;brush_teeth;28.0;50.0;37.0
29;30;37;1;brush_teeth;28.0;50.0;37.0
25;54;40;1;brush_teeth;28.0;50.0;37.0
30;62;27;1;brush_teeth;28.0;50.0;37.0
36;63;22;1;brush_teeth;28.0;50.0;37.0
32;49;25;1;brush_teeth;28.0;50.0;37.0
28;32;39;1;brush_teeth;28.0;50.0;37.0
26;53;39;1;brush_teeth;28.0;50.0;37.0
30;63;27;1;brush_teeth;28.0;50.0;37.0
37;63;17;1;brush_teeth;28.0;50.0;37.0
30;48;28;1;brush_teeth;28.0;50.0;37.0
28;33;40;1;brush_teeth;28.0;50.0;37.0
25;49;37;1;brush_teeth;28.0;50.0;37.0
30;61;25;1;brush_teeth;28.0;50.0;37.0
37;63;21;1;brush_teeth;28.0;50.0;38.0
30;50;27;1;brush_teeth;28.0;50.0;38.0
27;24;34;1;brush_teeth;28.0;50.0;38.0
23;53;39;1;brush_teeth;28.0;50.0;38.0
28;62;23;1;brush_teeth;28.0;50.0;38.0
38;63;19;1;brush_teeth;28.0;50.0;38.0
33;43;29;1;brush_teeth;28.0;50.0;38.0
28;36;40;1;brush_teeth;28.0;50.0;38.0
27;53;36;1;brush_teeth;28.0;50.0;38.0
31;63;21;1;brush_teeth;28.0;50.0;38.0
34;57;22;1;brush_teeth;28.0;50.0;38.0
26;38;32;1;brush_teeth;28.0;50.0;38.0
25;42;39;1;brush_teeth;28.0;50.0;38.0
28;51;37;1;brush_teeth;28.0;50.0;38.0
32;63;21;1;brush_teeth;28.0;50.0;38.0
36;57;22;1;brush_teeth;28.0;50.0;38.0
26;30;32;1;brush_teeth;28.0;50.0;38.0
25;43;40;1;brush_teeth;28.0;50.0;38.0
28;55;37;1;brush_teeth;28.0;50.0;38.0
34;63;20;1;brush_teeth;28.0;50.0;38.0
35;56;24;1;brush_teeth;28.0;50.0;38.0
27;33;31;1;brush_teeth;28.0;50.0;38.0
19;44;35;1;brush_teeth;28.0;50.0;38.0
17;51;35;1;brush_teeth;28.0;50.0;38.0
19;47;37;1;brush_teeth;28.0;50.0;38.0
23;37;31;1;brush_teeth;28.0;50.0;38.0
22;63;29;1;brush_teeth;28.0;50.0;38.0
24;63;32;1;brush_teeth;28.0;50.0;38.0
26;55;32;1;brush_teeth;28.0;50.0;37.0
27;56;34;1;brush_teeth;28.0;50.0;37.0
28;51;36;1;brush_teeth;28.0;50.0;38.0
28;50;38;1;brush_teeth;28.0;50.0;38.0
27;46;37;1;brush_teeth;28.0;50.0;38.0
25;47;37;1;brush_teeth;28.0;50.0;38.0
22;47;39;1;brush_teeth;28.0;50.0;38.0
20;45;40;1;brush_teeth;28.0;50.0;38.0
19;47;41;1;brush_teeth;28.0;50.0;38.0
18;48;41;1;brush_teeth;28.0;50.0;38.0
18;47;41;1;brush_teeth;28.0;50.0;38.0
19;46;41;1;brush_teeth;28.0;50.0;38.0
18;46;41;1;brush_teeth;28.0;50.0;38.0
20;49;41;1;brush_teeth;28.0;50.0;38.0
18;49;41;1;brush_teeth;28.0;50.0;38.0
18;48;41;1;brush_teeth;28.0;50.0;38.0
18;48;40;1;brush_teeth;28.0;50.0;38.0
20;49;41;1;brush_teeth;28.0;50.0;38.0
19;50;41;1;brush_teeth;27.0;50.0;38.0
20;49;40;1;brush_teeth;27.0;50.0;38.0
19;48;41;1;brush_teeth;27.0;50.0;38.0
21;48;40;1;brush_teeth;27.0;51.0;38.0
22;46;40;1;brush_teeth;27.0;51.0;38.0
22;46;41;1;brush_teeth;27.0;51.0;38.0
25;44;42;1;brush_teeth;27.0;50.0;38.0
26;46;43;1;brush_teeth;27.0;50.0;38.0
26;43;42;1;brush_teeth;27.0;51.0;38.0
27;43;45;1;brush_teeth;27.0;51.0;38.0
25;45;44;1;brush_teeth;27.0;51.0;38.0
18;53;43;1;brush_teeth;27.0;50.0;38.0
15;52;45;1;brush_teeth;27.0;50.0;38.0
15;48;44;1;brush_teeth;27.0;50.0;38.0
17;47;42;1;brush_teeth;27.0;51.0;38.0
17;48;45;1;brush_teeth;27.0;51.0;38.0
20;45;46;1;brush_teeth;27.0;50.0;38.0
21;48;47;1;brush_teeth;27.0;50.0;38.0
22;48;48;1;brush_teeth;27.0;50.0;38.0
24;51;45;1;brush_teeth;27.0;51.0;38.0
26;49;43;1;brush_teeth;27.0;51.0;38.0
26;48;44;1;brush_teeth;27.0;50.0;38.0
27;46;44;1;brush_teeth;27.0;50.0;38.0
24;48;43;1;brush_teeth;27.0;50.0;38.0
27;47;43;1;brush_teeth;27.0;50.0;38.0
25;48;44;1;brush_teeth;27.0;50.0;38.0
27;47;41;1;brush_teeth;27.0;50.0;38.0
30;46;43;1;brush_teeth;27.0;50.0;38.0
32;52;41;1;brush_teeth;27.0;50.0;38.0
32;40;42;1;brush_teeth;27.0;50.0;38.0
34;54;45;1;brush_teeth;27.0;50.0;38.0
29;50;40;1;brush_teeth;27.0;50.0;38.0
17;45;40;1;brush_teeth;27.0;50.0;38.0
4;28;42;1;brush_teeth;27.0;50.0;38.0
8;54;47;1;brush_teeth;27.0;50.0;38.0
19;56;41;1;brush_teeth;27.0;50.0;38.0
33;57;45;1;brush_teeth;27.0;50.0;38.0
55;62;37;1;brush_teeth;27.0;50.0;38.0
47;48;40;1;brush_teeth;27.0;50.0;38.0
32;46;41;1;brush_teeth;27.0;50.0;38.0
9;45;44;1;brush_teeth;27.0;50.0;38.0
1;42;47;1;brush_teeth;27.0;50.0;38.0
8;57;41;1;brush_teeth;27.0;50.0;38.0
18;39;43;1;brush_teeth;27.0;51.0;38.0
30;50;47;1;brush_teeth;27.0;51.0;38.0
47;56;39;1;brush_teeth;27.0;51.0;38.0
44;59;38;1;brush_teeth;27.0;51.0;38.0
39;43;40;1;brush_teeth;27.0;51.0;38.0
29;52;38;1;brush_teeth;27.0;51.0;38.0
11;50;44;1;brush_teeth;27.0;51.0;38.0
5;47;43;1;brush_teeth;27.0;51.0;38.0
12;53;40;1;brush_teeth;28.0;51.0;38.0
21;61;39;1;brush_teeth;28.0;51.0;38.0
41;51;41;1;brush_teeth;28.0;51.0;37.0
52;62;36;1;brush_teeth;28.0;51.0;37.0
39;50;42;1;brush_teeth;28.0;50.0;37.0
31;49;42;1;brush_teeth;28.0;50.0;37.0
9;44;42;1;brush_teeth;28.0;50.0;37.0
8;41;37;1;brush_teeth;28.0;50.0;37.0
16;47;45;1;brush_teeth;28.0;50.0;37.0
29;49;47;1;brush_teeth;28.0;50.0;37.0
48;57;39;1;brush_teeth;28.0;50.0;37.0
47;56;39;1;brush_teeth;28.0;50.0;37.0
35;47;41;1;brush_teeth;28.0;50.0;37.0
20;53;38;1;brush_teeth;28.0;50.0;37.0
2;48;39;1;brush_teeth;28.0;50.0;37.0
8;54;41;1;brush_teeth;28.0;50.0;37.0
20;36;44;1;brush_teeth;28.0;50.0;37.0
39;53;42;1;brush_teeth;28.0;50.0;37.0
54;63;36;1;brush_teeth;28.0;50.0;37.0
40;46;40;1;brush_teeth;28.0;50.0;37.0
24;51;41;1;brush_teeth;27.0;50.0;37.0
3;49;42;1;brush_teeth;27.0;50.0;37.0
12;55;36;1;brush_teeth;27.0;50.0;37.0
20;43;42;1;brush_teeth;27.0;50.0;37.0
47;47;36;1;brush_teeth;27.0;50.0;37.0
48;55;41;1;brush_teeth;28.0;50.0;37.0
32;57;47;1;brush_teeth;28.0;50.0;37.0
9;49;46;1;brush_teeth;27.0;50.0;38.0
7;51;36;1;brush_teeth;27.0;50.0;38.0
18;47;39;1;brush_teeth;27.0;50.0;38.0
45;51;36;1;brush_teeth;27.0;50.0;38.0
48;55;41;1;brush_teeth;27.0;50.0;38.0
36;52;45;1;brush_teeth;27.0;50.0;38.0
11;47;47;1;brush_teeth;27.0;50.0;38.0
6;44;37;1;brush_teeth;27.0;50.0;38.0
14;50;41;1;brush_teeth;27.0;50.0;38.0
34;58;41;1;brush_teeth;27.0;50.0;38.0
53;62;33;1;brush_teeth;27.0;50.0;38.0
43;47;36;1;brush_teeth;27.0;50.0;38.0
27;43;40;1;brush_teeth;27.0;50.0;38.0
10;48;43;1;brush_teeth;27.0;50.0;38.0
12;50;42;1;brush_teeth;27.0;50.0;38.0
20;47;40;1;brush_teeth;27.0;50.0;38.0
36;54;38;1;brush_teeth;27.0;50.0;38.0
50;61;32;1;brush_teeth;27.0;50.0;38.0
43;49;36;1;brush_teeth;27.0;50.0;38.0
32;51;47;1;brush_teeth;27.0;50.0;38.0
16;51;43;1;brush_teeth;27.0;50.0;38.0
2;47;40;1;brush_teeth;27.0;50.0;38.0
11;54;36;1;brush_teeth;27.0;50.0;38.0
34;58;39;1;brush_teeth;27.0;50.0;38.0
51;62;36;1;brush_teeth;27.0;50.0;38.0
44;52;38;1;brush_teeth;27.0;50.0;38.0
34;48;43;1;brush_teeth;27.0;50.0;38.0
10;52;33;1;brush_teeth;27.0;50.0;38.0
2;47;39;1;brush_teeth;27.0;50.0;38.0
18;50;32;1;brush_teeth;27.0;50.0;38.0
29;53;32;1;brush_teeth;27.0;50.0;38.0
38;49;36;1;brush_teeth;27.0;50.0;38.0
36;51;33;1;brush_teeth;27.0;50.0;38.0
31;59;38;1;brush_teeth;27.0;50.0;38.0
30;63;43;1;brush_teeth;27.0;50.0;38.0
29;63;36;1;brush_teeth;27.0;50.0;38.0
25;53;33;1;brush_teeth;27.0;50.0;38.0
27;49;29;1;brush_teeth;27.0;50.0;38.0
27;41;30;1;brush_teeth;27.0;50.0;38.0
28;38;38;1;brush_teeth;27.0;50.0;38.0
28;55;37;1;brush_teeth;27.0;50.0;38.0
29;63;26;1;brush_teeth;26.0;50.0;38.0
29;61;23;1;brush_teeth;26.0;50.0;38.0
29;33;23;1;brush_teeth;26.0;50.0;38.0
27;30;32;1;brush_teeth;26.0;50.0;38.0
26;53;38;1;brush_teeth;26.0;50.0;38.0
32;62;37;1;brush_teeth;26.0;50.0;38.0
30;62;22;1;brush_teeth;26.0;50.0;38.0
32;63;20;1;brush_teeth;26.0;50.0;38.0
27;39;24;1;brush_teeth;26.0;50.0;38.0
26;26;37;1;brush_teeth;26.0;50.0;38.0
23;56;40;1;brush_teeth;26.0;50.0;38.0
30;59;37;1;brush_teeth;26.0;50.0;38.0
32;63;18;1;brush_teeth;26.0;50.0;38.0
36;63;20;1;brush_teeth;26.0;50.0;38.0
29;41;26;1;brush_teeth;26.0;50.0;38.0
27;32;40;1;brush_teeth;26.0;50.0;38.0
22;55;43;1;brush_teeth;26.0;50.0;39.0
29;59;32;1;brush_teeth;26.0;50.0;39.0
31;63;14;1;brush_teeth;26.0;50.0;39.0
38;55;18;1;brush_teeth;26.0;50.0;39.0
29;30;30;1;brush_teeth;26.0;50.0;39.0
28;40;39;1;brush_teeth;26.0;50.0;39.0
28;51;35;1;brush_teeth;26.0;50.0;39.0
30;63;22;1;brush_teeth;26.0;50.0;39.0
38;62;20;1;brush_teeth;26.0;50.0;39.0
27;46;32;1;brush_teeth;26.0;50.0;39.0
26;31;41;1;brush_teeth;26.0;50.0;39.0
27;52;35;1;brush_teeth;26.0;50.0;39.0
30;57;23;1;brush_teeth;26.0;50.0;39.0
33;63;12;1;brush_teeth;26.0;50.0;39.0
27;49;23;1;brush_teeth;26.0;50.0;39.0
27;36;35;1;brush_teeth;27.0;50.0;39.0
26;54;44;1;brush_teeth;27.0;50.0;39.0
30;62;32;1;brush_teeth;27.0;50.0;39.0
35;63;22;1;brush_teeth;27.0;50.0;39.0
33;52;23;1;brush_teeth;27.0;50.0;39.0
27;40;27;1;brush_teeth;27.0;50.0;39.0
26;31;39;1;brush_teeth;27.0;50.0;39.0
26;49;38;1;brush_teeth;27.0;50.0;39.0
30;63;25;1;brush_teeth;27.0;50.0;39.0
37;63;21;1;brush_teeth;27.0;50.0;39.0
30;39;28;1;brush_teeth;27.0;50.0;39.0
29;35;36;1;brush_teeth;27.0;50.0;39.0
24;50;36;1;brush_teeth;27.0;50.0;39.0
29;57;33;1;brush_teeth;27.0;50.0;39.0
31;63;21;1;brush_teeth;27.0;50.0;39.0
34;60;23;1;brush_teeth;27.0;50.0;39.0
27;44;28;1;brush_teeth;27.0;50.0;39.0
27;25;40;1;brush_teeth;27.0;50.0;39.0
25;52;41;1;brush_teeth;27.0;50.0;39.0
31;52;26;1;brush_teeth;27.0;50.0;39.0
33;63;18;1;brush_teeth;27.0;50.0;39.0
31;49;23;1;brush_teeth;27.0;50.0;39.0
29;39;38;1;brush_teeth;27.0;50.0;39.0
25;45;39;1;brush_teeth;27.0;50.0;39.0
29;57;37;1;brush_teeth;27.0;50.0;39.0
30;63;19;1;brush_teeth;27.0;50.0;39.0
35;58;18;1;brush_teeth;27.0;50.0;39.0
26;42;22;1;brush_teeth;27.0;50.0;39.0
24;29;40;1;brush_teeth;27.0;50.0;39.0
23;55;40;1;brush_teeth;27.0;50.0;39.0
29;62;31;1;brush_teeth;27.0;50.0;39.0
30;63;15;1;brush_teeth;27.0;50.0;39.0
29;55;18;1;brush_teeth;26.0;50.0;39.0
25;44;30;1;brush_teeth;26.0;50.0;39.0
25;25;44;1;brush_teeth;26.0;50.0;39.0
25;52;38;1;brush_teeth;26.0;50.0;39.0
28;62;23;1;brush_teeth;26.0;50.0;39.0
32;63;15;1;brush_teeth;26.0;50.0;39.0
29;44;26;1;brush_teeth;26.0;50.0;39.0
25;38;37;1;brush_teeth;26.0;50.0;39.0
21;47;36;1;brush_teeth;26.0;50.0;39.0
27;54;34;1;brush_teeth;26.0;50.0;39.0
29;63;20;1;brush_teeth;26.0;50.0;39.0
34;59;24;1;brush_teeth;26.0;50.0;39.0
26;30;34;1;brush_teeth;26.0;50.0;39.0
25;37;38;1;brush_teeth;26.0;50.0;39.0
23;53;38;1;brush_teeth;26.0;50.0;39.0
23;62;32;1;brush_teeth;26.0;50.0;39.0
23;56;33;1;brush_teeth;26.0;50.0;39.0
25;54;33;1;brush_teeth;26.0;50.0;39.0
30;53;33;1;brush_teeth;26.0;50.0;39.0
30;56;30;1;brush_teeth;26.0;50.0;39.0
28;62;33;1;brush_teeth;26.0;50.0;39.0
29;60;31;1;brush_teeth;26.0;49.0;39.0
30;43;27;1;brush_teeth;26.0;49.0;39.0
19;44;31;1;brush_teeth;26.0;49.0;39.0
6;27;40;1;brush_teeth;26.0;49.0;39.0
14;40;38;1;brush_teeth;26.0;49.0;39.0
23;55;33;1;brush_teeth;26.0;49.0;39.0
29;56;37;1;brush_teeth;26.0;49.0;39.0
52;61;30;1;brush_teeth;26.0;49.0;39.0
50;50;34;1;brush_teeth;26.0;49.0;39.0
28;53;42;1;brush_teeth;26.0;49.0;39.0
21;51;41;1;brush_teeth;26.0;49.0;39.0
1;47;41;1;brush_teeth;26.0;49.0;39.0
4;55;37;1;brush_teeth;26.0;49.0;39.0
23;43;40;1;brush_teeth;26.0;49.0;40.0
47;49;32;1;brush_teeth;26.0;49.0;40.0
55;63;29;1;brush_teeth;26.0;49.0;40.0
30;55;39;1;brush_teeth;26.0;49.0;40.0
8;36;45;1;brush_teeth;26.0;49.0;40.0
15;51;33;1;brush_teeth;26.0;49.0;40.0
30;44;30;1;brush_teeth;26.0;49.0;40.0
30;53;38;1;brush_teeth;26.0;49.0;40.0
33;48;44;1;brush_teeth;26.0;49.0;40.0
33;49;45;1;brush_teeth;26.0;49.0;40.0
33;47;45;1;brush_teeth;26.0;49.0;40.0
30;53;43;1;brush_teeth;26.0;49.0;40.0
26;52;42;1;brush_teeth;26.0;49.0;40.0
27;50;44;1;brush_teeth;26.0;49.0;40.0
29;55;41;1;brush_teeth;26.0;49.0;40.0
25;52;41;1;brush_teeth;26.0;49.0;40.0
24;46;40;1;brush_teeth;26.0;49.0;40.0
24;51;44;1;brush_teeth;26.0;49.0;40.0
23;49;44;1;brush_teeth;26.0;49.0;40.0
24;46;44;1;brush_teeth;26.0;49.0;40.0
24;50;45;1;brush_teeth;26.0;49.0;40.0
27;50;44;1;brush_teeth;26.0;49.0;40.0
28;46;41;1;brush_teeth;26.0;49.0;40.0
26;50;40;1;brush_teeth;26.0;49.0;40.0
27;48;43;1;brush_teeth;26.0;49.0;40.0
26;53;41;1;brush_teeth;26.0;49.0;40.0
23;45;38;1;brush_teeth;26.0;49.0;40.0
31;62;46;1;brush_teeth;26.0;49.0;40.0
26;57;43;1;brush_teeth;26.0;49.0;40.0
25;50;41;1;brush_teeth;26.0;49.0;40.0
22;47;41;1;brush_teeth;26.0;48.0;40.0
18;47;38;1;brush_teeth;26.0;48.0;40.0
19;50;40;1;brush_teeth;26.0;48.0;40.0
21;49;39;1;brush_teeth;26.0;48.0;40.0
22;49;39;1;brush_teeth;26.0;48.0;40.0
24;50;40;1;brush_teeth;26.0;48.0;40.0
25;51;37;1;brush_teeth;26.0;48.0;40.0
26;51;38;1;brush_teeth;26.0;48.0;41.0
27;50;38;1;brush_teeth;26.0;48.0;41.0
27;49;38;1;brush_teeth;26.0;48.0;41.0
27;51;38;1;brush_teeth;26.0;48.0;41.0
26;52;37;1;brush_teeth;26.0;48.0;41.0
27;52;38;1;brush_teeth;26.0;48.0;41.0
26;51;37;1;brush_teeth;26.0;47.0;41.0
25;53;36;1;brush_teeth;26.0;47.0;41.0
25;54;36;1;brush_teeth;26.0;47.0;41.0
25;51;35;1;brush_teeth;26.0;47.0;41.0
23;51;35;1;brush_teeth;26.0;47.0;41.0
23;50;34;1;brush_teeth;26.0;47.0;41.0
22;50;34;1;brush_teeth;26.0;47.0;41.0
23;51;34;1;brush_teeth;26.0;47.0;41.0
22;51;33;1;brush_teeth;26.0;47.0;41.0
21;53;34;1;brush_teeth;26.0;47.0;41.0
19;51;34;1;brush_teeth;26.0;47.0;41.0
21;50;35;1;brush_teeth;26.0;47.0;42.0
21;50;35;1;brush_teeth;26.0;47.0;42.0
20;51;34;1;brush_teeth;26.0;47.0;42.0
20;52;35;1;brush_teeth;26.0;47.0;42.0
21;51;35;1;brush_teeth;26.0;47.0;42.0
22;51;34;1;brush_teeth;26.0;46.0;42.0
20;49;37;1;brush_teeth;26.0;46.0;42.0
20;51;36;1;brush_teeth;26.0;46.0;42.0
21;49;37;1;brush_teeth;26.0;46.0;42.0
20;49;38;1;brush_teeth;26.0;46.0;42.0
20;51;40;1;brush_teeth;26.0;46.0;42.0
19;51;40;1;brush_teeth;26.0;46.0;42.0
20;48;40;1;brush_teeth;26.0;46.0;42.0
22;49;42;1;brush_teeth;26.0;46.0;43.0
22;50;42;1;brush_teeth;26.0;46.0;43.0
23;51;42;1;brush_teeth;26.0;46.0;43.0
23;51;42;1;brush_teeth;26.0;46.0;43.0
25;51;42;1;brush_teeth;26.0;46.0;43.0
26;50;43;1;brush_teeth;26.0;46.0;43.0
27;49;43;1;brush_teeth;26.0;46.0;43.0
26;49;42;1;brush_teeth;26.0;46.0;43.0
26;47;43;1;brush_teeth;26.0;46.0;43.0
27;48;43;1;brush_teeth;26.0;46.0;44.0
28;47;44;1;brush_teeth;26.0;46.0;44.0
28;47;41;1;brush_teeth;26.0;46.0;44.0
27;49;42;1;brush_teeth;26.0;45.0;44.0
27;50;42;1;brush_teeth;26.0;45.0;44.0
28;48;42;1;brush_teeth;26.0;45.0;44.0
28;47;41;1;brush_teeth;26.0;45.0;44.0
27;49;41;1;brush_teeth;26.0;45.0;44.0
27;48;41;1;brush_teeth;26.0;45.0;44.0
28;46;42;1;brush_teeth;26.0;45.0;44.0
26;44;41;1;brush_teeth;26.0;45.0;44.0
24;46;42;1;brush_teeth;26.0;45.0;44.0
24;47;46;1;brush_teeth;26.0;45.0;44.0
22;46;44;1;brush_teeth;26.0;45.0;45.0
21;48;45;1;brush_teeth;26.0;45.0;45.0
19;46;45;1;brush_teeth;26.0;45.0;45.0
19;47;48;1;brush_teeth;26.0;45.0;45.0
23;47;49;1;brush_teeth;26.0;45.0;45.0
24;48;47;1;brush_teeth;26.0;45.0;45.0
19;49;46;1;brush_teeth;26.0;45.0;45.0
18;48;45;1;brush_teeth;26.0;45.0;45.0
20;49;45;1;brush_teeth;26.0;44.0;45.0
21;44;45;1;brush_teeth;26.0;44.0;45.0
26;41;46;1;brush_teeth;26.0;44.0;45.0
26;38;45;1;brush_teeth;26.0;44.0;45.0
31;37;45;1;brush_teeth;26.0;44.0;45.0
31;40;47;1;brush_teeth;26.0;44.0;45.0
34;42;48;1;brush_teeth;26.0;44.0;45.0
33;43;50;1;brush_teeth;26.0;44.0;45.0
30;46;48;1;brush_teeth;26.0;44.0;45.0
27;48;49;1;brush_teeth;26.0;44.0;45.0
27;49;50;1;brush_teeth;26.0;44.0;45.0
26;46;50;1;brush_teeth;27.0;44.0;45.0
26;44;49;1;brush_teeth;27.0;44.0;45.0
23;41;46;1;brush_teeth;27.0;44.0;45.0
24;41;47;1;brush_teeth;27.0;44.0;45.0
22;37;48;1;brush_teeth;27.0;44.0;46.0
18;35;48;1;brush_teeth;27.0;44.0;46.0
17;38;48;1;brush_teeth;27.0;44.0;46.0
18;40;48;1;brush_teeth;27.0;44.0;46.0
16;38;47;1;brush_teeth;27.0;44.0;46.0
17;38;49;1;brush_teeth;27.0;44.0;46.0
18;40;48;1;brush_teeth;27.0;44.0;46.0
19;41;47;1;brush_teeth;27.0;44.0;46.0
21;41;47;1;brush_teeth;27.0;44.0;46.0
21;40;47;1;brush_teeth;27.0;44.0;46.0
20;40;46;1;brush_teeth;27.0;44.0;46.0
21;41;46;1;brush_teeth;27.0;44.0;46.0
20;41;47;1;brush_teeth;27.0;44.0;46.0
19;40;47;1;brush_teeth;27.0;44.0;46.0
18;40;47;1;brush_teeth;27.0;44.0;46.0
16;41;47;1;brush_teeth;27.0;44.0;46.0
14;41;48;1;brush_teeth;27.0;44.0;46.0
14;41;46;1;brush_teeth;27.0;44.0;46.0
12;41;46;1;brush_teeth;27.0;44.0;46.0
13;42;45;1;brush_teeth;27.0;44.0;46.0
16;41;45;1;brush_teeth;27.0;44.0;46.0
16;42;47;1;brush_teeth;27.0;44.0;46.0
19;39;45;1;brush_teeth;27.0;44.0;46.0
24;40;45;1;brush_teeth;27.0;44.0;46.0
26;38;47;1;brush_teeth;27.0;44.0;46.0
26;37;45;1;brush_teeth;27.0;43.0;46.0
30;39;46;1;brush_teeth;27.0;43.0;46.0
28;40;50;1;brush_teeth;27.0;43.0;46.0
29;41;49;1;brush_teeth;27.0;43.0;46.0
28;40;49;1;brush_teeth;28.0;43.0;46.0
30;42;51;1;brush_teeth;28.0;43.0;46.0
27;43;51;1;brush_teeth;28.0;43.0;46.0
28;43;50;1;brush_teeth;28.0;43.0;46.0
26;44;52;1;brush_teeth;28.0;43.0;46.0
26;43;49;1;brush_teeth;28.0;43.0;46.0
26;43;50;1;brush_teeth;28.0;43.0;46.0
25;44;50;1;brush_teeth;28.0;43.0;46.0
24;43;49;1;brush_teeth;28.0;43.0;46.0
24;44;49;1;brush_teeth;28.0;43.0;46.0
24;43;49;1;brush_teeth;28.0;43.0;46.0
25;44;49;1;brush_teeth;28.0;43.0;46.0
24;46;48;1;brush_teeth;28.0;43.0;46.0
24;45;48;1;brush_teeth;28.0;43.0;46.0
23;45;48;1;brush_teeth;28.0;43.0;46.0
23;44;47;1;brush_teeth;28.0;43.0;46.0
23;44;46;1;brush_teeth;28.0;43.0;46.0
23;44;46;1;brush_teeth;28.0;43.0;46.0
24;44;47;1;brush_teeth;28.0;43.0;47.0
23;45;46;1;brush_teeth;28.0;43.0;47.0
24;44;47;1;brush_teeth;28.0;43.0;47.0
24;45;47;1;brush_teeth;28.0;42.0;47.0
23;45;46;1;brush_teeth;29.0;42.0;47.0
23;44;45;1;brush_teeth;29.0;42.0;47.0
23;44;45;1;brush_teeth;30.0;42.0;47.0
22;45;46;1;brush_teeth;30.0;42.0;47.0
22;43;45;1;brush_teeth;30.0;42.0;47.0
23;41;44;1;brush_teeth;31.0;42.0;47.0
23;42;44;1;brush_teeth;31.0;42.0;47.0
23;42;44;1;brush_teeth;31.0;42.0;47.0
22;40;43;1;brush_teeth;31.0;41.0;47.0
20;44;46;1;brush_teeth;31.0;41.0;47.0
48;37;33;2;eat_meat;32.0;41.0;47.0
40;43;48;2;eat_meat;32.0;41.0;47.0
40;44;48;2;eat_meat;32.0;41.0;47.0
39;45;49;2;eat_meat;32.0;41.0;47.0
39;43;48;2;eat_meat;32.0;41.0;47.0
40;44;48;2;eat_meat;32.0;41.0;47.0
39;45;48;2;eat_meat;32.0;41.0;47.0
41;44;49;2;eat_meat;32.0;41.0;47.0
38;43;48;2;eat_meat;33.0;41.0;47.0
41;44;49;2;eat_meat;33.0;41.0;47.0
40;44;48;2;eat_meat;33.0;41.0;47.0
39;46;49;2;eat_meat;33.0;41.0;47.0
39;43;49;2;eat_meat;33.0;41.0;47.0
39;44;48;2;eat_meat;33.0;41.0;47.0
39;43;48;2;eat_meat;33.0;40.0;47.0
39;43;48;2;eat_meat;33.0;40.0;47.0
39;45;48;2;eat_meat;33.0;40.0;47.0
38;44;49;2;eat_meat;33.0;40.0;47.0
39;44;48;2;eat_meat;33.0;40.0;47.0
39;43;48;2;eat_meat;33.0;40.0;47.0
39;44;49;2;eat_meat;33.0;40.0;47.0
40;42;49;2;eat_meat;33.0;40.0;47.0
38;44;50;2;eat_meat;33.0;40.0;47.0
39;43;48;2;eat_meat;33.0;40.0;47.0
38;43;50;2;eat_meat;33.0;40.0;47.0
38;41;49;2;eat_meat;33.0;40.0;47.0
38;42;49;2;eat_meat;33.0;40.0;47.0
38;44;50;2;eat_meat;33.0;40.0;47.0
38;42;50;2;eat_meat;33.0;40.0;47.0
37;43;50;2;eat_meat;33.0;40.0;47.0
37;43;49;2;eat_meat;33.0;40.0;47.0
34;45;49;2;eat_meat;33.0;40.0;47.0
34;46;50;2;eat_meat;33.0;40.0;48.0
33;46;52;2;eat_meat;33.0;40.0;48.0
35;44;51;2;eat_meat;33.0;40.0;48.0
36;43;53;2;eat_meat;33.0;40.0;48.0
36;40;54;2;eat_meat;33.0;40.0;48.0
39;41;54;2;eat_meat;33.0;40.0;48.0
38;38;54;2;eat_meat;33.0;40.0;48.0
41;39;53;2;eat_meat;33.0;40.0;48.0
41;35;50;2;eat_meat;33.0;40.0;48.0
42;32;50;2;eat_meat;33.0;40.0;48.0
40;30;49;2;eat_meat;33.0;40.0;48.0
43;30;48;2;eat_meat;33.0;40.0;48.0
40;30;47;2;eat_meat;33.0;40.0;48.0
39;29;47;2;eat_meat;33.0;40.0;48.0
40;29;48;2;eat_meat;33.0;40.0;48.0
40;28;48;2;eat_meat;33.0;40.0;48.0
37;28;49;2;eat_meat;33.0;40.0;48.0
37;27;49;2;eat_meat;34.0;40.0;48.0
36;27;51;2;eat_meat;34.0;40.0;48.0
35;28;50;2;eat_meat;34.0;40.0;48.0
35;28;52;2;eat_meat;34.0;40.0;48.0
35;26;52;2;eat_meat;34.0;40.0;48.0
35;25;52;2;eat_meat;34.0;40.0;48.0
34;25;51;2;eat_meat;34.0;40.0;48.0
34;26;50;2;eat_meat;34.0;40.0;48.0
35;26;51;2;eat_meat;34.0;40.0;48.0
36;24;52;2;eat_meat;34.0;40.0;48.0
35;25;52;2;eat_meat;34.0;40.0;48.0
35;24;52;2;eat_meat;34.0;40.0;48.0
36;23;51;2;eat_meat;34.0;40.0;48.0
37;25;50;2;eat_meat;34.0;40.0;48.0
36;25;51;2;eat_meat;34.0;40.0;48.0
38;23;51;2;eat_meat;34.0;40.0;48.0
36;24;51;2;eat_meat;34.0;40.0;48.0
35;24;51;2;eat_meat;34.0;40.0;48.0
36;21;50;2;eat_meat;34.0;40.0;48.0
