;feature_1;feature_2;feature_3;Label;gravity_1;gravity_2;gravity_3;bodymotion_1;bodymotion_2;bodymotion_3
1544;29;63;24;1;29.0;52.0;35.0;0.0;-11.0;11.0
1545;37;62;23;1;28.0;52.0;35.0;-9.0;-10.0;12.0
1546;29;30;31;1;28.0;52.0;35.0;-1.0;22.0;4.0
1547;30;27;42;1;28.0;53.0;35.0;-2.0;26.0;-7.0
1548;29;48;43;1;29.0;53.0;35.0;0.0;5.0;-8.0
1549;28;59;34;1;29.0;53.0;35.0;1.0;-6.0;1.0
1550;33;63;17;1;29.0;53.0;35.0;-4.0;-10.0;18.0
1551;37;63;17;1;29.0;53.0;35.0;-8.0;-10.0;18.0
1552;27;55;30;1;29.0;53.0;34.0;2.0;-2.0;4.0
1553;27;32;35;1;29.0;54.0;34.0;2.0;22.0;-1.0
1554;24;49;43;1;29.0;54.0;34.0;5.0;5.0;-9.0
1555;31;59;30;1;29.0;54.0;34.0;-2.0;-5.0;4.0
1556;34;63;20;1;29.0;54.0;34.0;-5.0;-9.0;14.0
1557;36;55;23;1;29.0;54.0;34.0;-7.0;-1.0;11.0
1558;28;27;34;1;29.0;55.0;34.0;1.0;28.0;0.0
1559;27;43;41;1;29.0;55.0;33.0;2.0;12.0;-8.0
1560;30;49;33;1;29.0;55.0;33.0;-1.0;6.0;0.0
1561;33;63;20;1;29.0;55.0;33.0;-4.0;-8.0;13.0
1562;37;59;25;1;29.0;55.0;33.0;-8.0;-4.0;8.0
1563;29;34;32;1;29.0;55.0;33.0;0.0;21.0;1.0
1564;29;29;40;1;29.0;55.0;33.0;0.0;26.0;-7.0
1565;30;51;35;1;29.0;55.0;33.0;-1.0;4.0;-2.0
1566;31;63;25;1;30.0;55.0;33.0;-1.0;-8.0;8.0
1567;38;63;21;1;30.0;55.0;33.0;-8.0;-8.0;12.0
1568;36;43;27;1;29.0;55.0;33.0;-7.0;12.0;6.0
1569;29;31;36;1;29.0;55.0;33.0;0.0;24.0;-3.0
1570;27;55;36;1;30.0;55.0;33.0;3.0;0.0;-3.0
1571;29;62;26;1;30.0;55.0;32.0;1.0;-7.0;6.0
1572;36;63;22;1;30.0;55.0;32.0;-6.0;-8.0;10.0
1573;30;59;22;1;30.0;55.0;32.0;0.0;-4.0;10.0
1574;26;33;34;1;30.0;55.0;33.0;4.0;22.0;-1.0
1575;26;42;36;1;29.0;55.0;33.0;3.0;13.0;-3.0
1576;31;56;27;1;30.0;55.0;32.0;-1.0;-1.0;5.0
1577;36;63;22;1;30.0;55.0;32.0;-6.0;-8.0;10.0
1578;32;55;25;1;30.0;55.0;32.0;-2.0;0.0;7.0
1579;25;38;37;1;30.0;55.0;32.0;5.0;17.0;-5.0
1580;26;38;37;1;30.0;55.0;32.0;4.0;17.0;-5.0
1581;31;55;34;1;30.0;55.0;32.0;-1.0;0.0;-2.0
1582;32;63;22;1;30.0;55.0;32.0;-2.0;-8.0;10.0
1583;35;61;23;1;30.0;55.0;32.0;-5.0;-6.0;9.0
1584;28;42;33;1;30.0;55.0;32.0;2.0;13.0;-1.0
1585;29;28;37;1;30.0;55.0;32.0;1.0;27.0;-5.0
1586;33;53;38;1;30.0;55.0;32.0;-3.0;2.0;-6.0
1587;36;62;30;1;30.0;55.0;32.0;-6.0;-7.0;2.0
1588;35;63;28;1;30.0;55.0;32.0;-5.0;-8.0;4.0
1589;28;40;27;1;30.0;55.0;32.0;2.0;15.0;5.0
1590;27;25;33;1;30.0;55.0;32.0;3.0;30.0;-1.0
1591;23;40;37;1;30.0;54.0;32.0;7.0;14.0;-5.0
1592;30;55;39;1;30.0;54.0;32.0;0.0;-1.0;-7.0
1593;30;63;27;1;30.0;54.0;32.0;0.0;-9.0;5.0
1594;38;60;25;1;30.0;54.0;32.0;-8.0;-6.0;7.0
1595;32;35;30;1;30.0;54.0;32.0;-2.0;19.0;2.0
1596;28;26;37;1;30.0;54.0;32.0;2.0;28.0;-5.0
1597;25;50;39;1;30.0;54.0;32.0;5.0;4.0;-7.0
1598;28;59;34;1;30.0;54.0;32.0;2.0;-5.0;-2.0
1599;28;63;27;1;30.0;54.0;32.0;2.0;-9.0;5.0
1600;36;59;30;1;30.0;54.0;32.0;-6.0;-5.0;2.0
1601;30;34;34;1;30.0;54.0;32.0;0.0;20.0;-2.0
1602;29;24;39;1;30.0;54.0;32.0;1.0;30.0;-7.0
1603;28;50;40;1;30.0;54.0;32.0;2.0;4.0;-8.0
1604;28;57;31;1;30.0;55.0;32.0;2.0;-2.0;1.0
1605;31;63;25;1;30.0;55.0;32.0;-1.0;-8.0;7.0
1606;36;56;30;1;30.0;54.0;32.0;-6.0;-2.0;2.0
1607;30;41;34;1;30.0;54.0;32.0;0.0;13.0;-2.0
1608;29;23;39;1;30.0;54.0;32.0;1.0;31.0;-7.0
1609;27;53;43;1;30.0;54.0;32.0;3.0;1.0;-11.0
1610;28;63;32;1;30.0;54.0;32.0;2.0;-9.0;0.0
1611;31;63;26;1;30.0;54.0;32.0;-1.0;-9.0;6.0
1612;33;61;31;1;30.0;54.0;32.0;-3.0;-7.0;1.0
1613;28;16;35;1;30.0;54.0;32.0;2.0;38.0;-3.0
1614;27;50;37;1;30.0;54.0;32.0;3.0;4.0;-5.0
1615;30;55;37;1;30.0;54.0;32.0;0.0;-1.0;-5.0
1616;28;62;31;1;30.0;54.0;32.0;2.0;-8.0;1.0
1617;31;63;28;1;30.0;53.0;32.0;-1.0;-10.0;4.0
1618;31;50;30;1;30.0;53.0;32.0;-1.0;3.0;2.0
1619;28;29;35;1;30.0;53.0;32.0;2.0;24.0;-3.0
1620;26;53;39;1;30.0;53.0;32.0;4.0;0.0;-7.0
1621;28;62;32;1;30.0;53.0;32.0;2.0;-9.0;0.0
1622;31;63;27;1;30.0;53.0;31.0;-1.0;-10.0;4.0
1623;33;54;29;1;29.0;53.0;31.0;-4.0;-1.0;2.0
1624;28;32;31;1;29.0;53.0;31.0;1.0;21.0;0.0
1625;27;43;38;1;29.0;53.0;31.0;2.0;10.0;-7.0
1626;29;47;39;1;29.0;53.0;31.0;0.0;6.0;-8.0
1627;30;63;27;1;29.0;53.0;31.0;-1.0;-10.0;4.0
1628;35;63;23;1;29.0;53.0;31.0;-6.0;-10.0;8.0
1629;30;42;32;1;29.0;53.0;31.0;-1.0;11.0;-1.0
1630;30;31;36;1;29.0;53.0;31.0;-1.0;22.0;-5.0
1631;27;47;37;1;29.0;53.0;32.0;2.0;6.0;-5.0
1632;31;63;26;1;29.0;53.0;32.0;-2.0;-10.0;6.0
1633;35;63;18;1;29.0;53.0;32.0;-6.0;-10.0;14.0
1634;31;49;29;1;29.0;53.0;32.0;-2.0;4.0;3.0
1635;29;30;37;1;29.0;53.0;32.0;0.0;23.0;-5.0
1636;27;47;38;1;29.0;52.0;32.0;2.0;5.0;-6.0
1637;30;58;27;1;29.0;52.0;32.0;-1.0;-6.0;5.0
1638;34;63;21;1;29.0;52.0;32.0;-5.0;-11.0;11.0
1639;34;56;27;1;29.0;53.0;32.0;-5.0;-3.0;5.0
1640;29;33;37;1;29.0;52.0;32.0;0.0;19.0;-5.0
1641;26;48;39;1;29.0;52.0;32.0;3.0;4.0;-7.0
1642;30;58;28;1;28.0;51.0;32.0;-2.0;-7.0;4.0
1643;33;63;18;1;28.0;52.0;32.0;-5.0;-11.0;14.0
1644;36;56;25;1;28.0;52.0;32.0;-8.0;-4.0;7.0
1645;26;34;33;1;28.0;52.0;32.0;2.0;18.0;-1.0
1646;26;40;39;1;28.0;52.0;33.0;2.0;12.0;-6.0
1647;28;56;36;1;28.0;52.0;34.0;0.0;-4.0;-2.0
1648;33;63;19;1;28.0;52.0;34.0;-5.0;-11.0;15.0
1649;38;62;20;1;28.0;52.0;34.0;-10.0;-10.0;14.0
1650;30;41;30;1;28.0;52.0;34.0;-2.0;11.0;4.0
1651;26;31;40;1;28.0;52.0;34.0;2.0;21.0;-6.0
1652;27;53;35;1;28.0;52.0;35.0;1.0;-1.0;0.0
1653;32;63;22;1;28.0;52.0;35.0;-4.0;-11.0;13.0
1654;35;53;24;1;28.0;52.0;35.0;-7.0;-1.0;11.0
1655;28;36;32;1;28.0;52.0;35.0;0.0;16.0;3.0
1656;24;47;39;1;28.0;52.0;35.0;4.0;5.0;-4.0
1657;25;62;31;1;28.0;52.0;35.0;3.0;-10.0;4.0
1658;27;62;25;1;28.0;52.0;35.0;1.0;-10.0;10.0
1659;22;52;24;1;28.0;52.0;35.0;6.0;0.0;11.0
1660;13;43;29;1;28.0;52.0;35.0;15.0;9.0;6.0
1661;19;51;32;1;28.0;52.0;35.0;9.0;1.0;3.0
1662;24;49;35;1;28.0;52.0;35.0;4.0;3.0;0.0
1663;29;59;34;1;28.0;52.0;36.0;-1.0;-7.0;2.0
1664;29;60;31;1;28.0;52.0;36.0;-1.0;-8.0;5.0
1665;32;53;31;1;28.0;52.0;36.0;-4.0;-1.0;5.0
1666;31;51;32;1;28.0;52.0;35.0;-3.0;1.0;3.0
1667;29;47;34;1;28.0;52.0;35.0;-1.0;5.0;1.0
1668;27;48;35;1;28.0;52.0;35.0;1.0;4.0;0.0
1669;26;49;37;1;28.0;52.0;36.0;2.0;3.0;-1.0
1670;23;48;39;1;28.0;52.0;36.0;5.0;4.0;-3.0
1671;22;48;40;1;28.0;52.0;35.0;6.0;4.0;-5.0
1672;21;48;38;1;28.0;53.0;35.0;7.0;5.0;-3.0
1673;19;51;40;1;28.0;52.0;35.0;9.0;1.0;-5.0
1674;19;53;39;1;28.0;52.0;36.0;9.0;-1.0;-3.0
1675;19;52;38;1;28.0;52.0;36.0;9.0;0.0;-2.0
1676;20;51;38;1;28.0;52.0;35.0;8.0;1.0;-3.0
1677;19;50;37;1;28.0;52.0;35.0;9.0;2.0;-2.0
1678;19;52;37;1;28.0;52.0;35.0;9.0;0.0;-2.0
1679;19;53;38;1;28.0;52.0;35.0;9.0;-1.0;-3.0
1680;20;52;40;1;28.0;52.0;36.0;8.0;0.0;-4.0
1681;20;51;38;1;28.0;52.0;36.0;8.0;1.0;-2.0
1682;21;54;38;1;28.0;52.0;35.0;7.0;-2.0;-3.0
1683;24;54;38;1;28.0;52.0;35.0;4.0;-2.0;-3.0
1684;25;54;38;1;28.0;52.0;35.0;3.0;-2.0;-3.0
1685;27;55;38;1;28.0;52.0;36.0;1.0;-3.0;-2.0
1686;28;53;37;1;28.0;52.0;36.0;0.0;-1.0;-1.0
1687;28;54;37;1;28.0;52.0;35.0;0.0;-2.0;-2.0
1688;26;53;33;1;28.0;52.0;35.0;2.0;-1.0;2.0
1689;28;61;38;1;28.0;52.0;36.0;0.0;-9.0;-2.0
1690;31;38;38;1;28.0;52.0;36.0;-3.0;14.0;-2.0
1691;31;23;40;1;28.0;52.0;36.0;-3.0;29.0;-4.0
1692;28;45;46;1;28.0;52.0;36.0;0.0;7.0;-10.0
1693;31;62;30;1;28.0;52.0;36.0;-3.0;-10.0;6.0
1694;31;63;31;1;28.0;52.0;36.0;-3.0;-11.0;5.0
1695;28;49;26;1;28.0;52.0;37.0;0.0;3.0;11.0
1696;28;28;36;1;28.0;52.0;37.0;0.0;24.0;1.0
1697;26;29;42;1;28.0;52.0;37.0;2.0;23.0;-5.0
1698;30;53;45;1;28.0;52.0;37.0;-2.0;-1.0;-8.0
1699;29;60;32;1;28.0;52.0;37.0;-1.0;-8.0;5.0
1700;32;63;26;1;28.0;52.0;37.0;-4.0;-11.0;11.0
1701;34;55;30;1;28.0;52.0;37.0;-6.0;-3.0;7.0
1702;29;36;34;1;28.0;52.0;37.0;-1.0;16.0;3.0
1703;27;27;41;1;28.0;52.0;37.0;1.0;25.0;-4.0
1704;28;48;40;1;28.0;52.0;37.0;0.0;4.0;-3.0
1705;30;60;28;1;28.0;52.0;37.0;-2.0;-8.0;9.0
1706;33;63;22;1;28.0;53.0;37.0;-5.0;-10.0;15.0
1707;33;59;27;1;28.0;53.0;36.0;-5.0;-6.0;9.0
1708;28;34;36;1;28.0;53.0;36.0;0.0;19.0;0.0
1709;25;46;45;1;28.0;53.0;36.0;3.0;7.0;-9.0
1710;28;52;35;1;28.0;53.0;36.0;0.0;1.0;1.0
1711;29;63;25;1;28.0;53.0;36.0;-1.0;-10.0;11.0
1712;37;63;18;1;28.0;53.0;35.0;-9.0;-10.0;17.0
1713;32;40;26;1;28.0;53.0;34.0;-4.0;13.0;8.0
1714;29;31;39;1;28.0;53.0;34.0;-1.0;22.0;-5.0
1715;27;52;39;1;28.0;53.0;34.0;1.0;1.0;-5.0
1716;32;62;28;1;29.0;53.0;34.0;-3.0;-9.0;6.0
1717;36;63;19;1;29.0;53.0;33.0;-7.0;-10.0;14.0
1718;33;46;24;1;29.0;53.0;32.0;-4.0;7.0;8.0
1719;29;30;37;1;29.0;53.0;32.0;0.0;23.0;-5.0
1720;25;54;40;1;29.0;53.0;32.0;4.0;-1.0;-8.0
1721;30;62;27;1;29.0;53.0;32.0;-1.0;-9.0;5.0
1722;36;63;22;1;29.0;52.0;32.0;-7.0;-11.0;10.0
1723;32;49;25;1;29.0;52.0;32.0;-3.0;3.0;7.0
1724;28;32;39;1;29.0;52.0;32.0;1.0;20.0;-7.0
1725;26;53;39;1;29.0;52.0;32.0;3.0;-1.0;-7.0
1726;30;63;27;1;29.0;53.0;32.0;-1.0;-10.0;5.0
1727;37;63;17;1;28.0;53.0;32.0;-9.0;-10.0;15.0
1728;30;48;28;1;28.0;53.0;32.0;-2.0;5.0;4.0
1729;28;33;40;1;28.0;52.0;32.0;0.0;19.0;-8.0
1730;25;49;37;1;28.0;52.0;32.0;3.0;3.0;-5.0
1731;30;61;25;1;28.0;52.0;32.0;-2.0;-9.0;7.0
1732;37;63;21;1;28.0;52.0;32.0;-9.0;-11.0;11.0
1733;30;50;27;1;28.0;52.0;32.0;-2.0;2.0;5.0
1734;27;24;34;1;28.0;51.0;32.0;1.0;27.0;-2.0
1735;23;53;39;1;28.0;51.0;32.0;5.0;-2.0;-7.0
1736;28;62;23;1;28.0;51.0;34.0;0.0;-11.0;11.0
1737;38;63;19;1;28.0;50.0;34.0;-10.0;-13.0;15.0
1738;33;43;29;1;28.0;50.0;34.0;-5.0;7.0;5.0
1739;28;36;40;1;28.0;50.0;34.0;0.0;14.0;-6.0
1740;27;53;36;1;28.0;50.0;34.0;1.0;-3.0;-2.0
1741;31;63;21;1;28.0;50.0;35.0;-3.0;-13.0;14.0
1742;34;57;22;1;28.0;49.0;35.0;-6.0;-8.0;13.0
1743;26;38;32;1;27.0;49.0;35.0;1.0;11.0;3.0
1744;25;42;39;1;27.0;49.0;35.0;2.0;7.0;-4.0
1745;28;51;37;1;27.0;49.0;35.0;-1.0;-2.0;-2.0
1746;32;63;21;1;27.0;49.0;36.0;-5.0;-14.0;15.0
1747;36;57;22;1;27.0;49.0;36.0;-9.0;-8.0;14.0
1748;26;30;32;1;27.0;49.0;37.0;1.0;19.0;5.0
1749;25;43;40;1;27.0;49.0;37.0;2.0;6.0;-3.0
1750;28;55;37;1;26.0;49.0;37.0;-2.0;-6.0;0.0
1751;34;63;20;1;26.0;49.0;37.0;-8.0;-14.0;17.0
1752;35;56;24;1;26.0;49.0;37.0;-9.0;-7.0;13.0
1753;27;33;31;1;26.0;48.0;37.0;-1.0;15.0;6.0
1754;19;44;35;1;26.0;49.0;37.0;7.0;5.0;2.0
1755;17;51;35;1;26.0;49.0;37.0;9.0;-2.0;2.0
1756;19;47;37;1;26.0;49.0;37.0;7.0;2.0;0.0
1757;23;37;31;1;26.0;48.0;37.0;3.0;11.0;6.0
1758;22;63;29;1;25.0;48.0;38.0;3.0;-15.0;9.0
1759;24;63;32;1;25.0;48.0;39.0;1.0;-15.0;7.0
1760;26;55;32;1;25.0;48.0;39.0;-1.0;-7.0;7.0
1761;27;56;34;1;25.0;48.0;39.0;-2.0;-8.0;5.0
1762;28;51;36;1;25.0;48.0;39.0;-3.0;-3.0;3.0
1763;28;50;38;1;25.0;48.0;39.0;-3.0;-2.0;1.0
1764;27;46;37;1;25.0;48.0;40.0;-2.0;2.0;3.0
1765;25;47;37;1;25.0;48.0;40.0;0.0;1.0;3.0
1766;22;47;39;1;25.0;48.0;40.0;3.0;1.0;1.0
1767;20;45;40;1;25.0;48.0;40.0;5.0;3.0;0.0
1768;19;47;41;1;25.0;48.0;40.0;6.0;1.0;-1.0
1769;18;48;41;1;25.0;48.0;40.0;7.0;0.0;-1.0
1770;18;47;41;1;25.0;48.0;40.0;7.0;1.0;-1.0
1771;19;46;41;1;25.0;48.0;40.0;6.0;2.0;-1.0
1772;18;46;41;1;25.0;48.0;41.0;7.0;2.0;0.0
1773;20;49;41;1;25.0;48.0;41.0;5.0;-1.0;0.0
1774;18;49;41;1;25.0;48.0;41.0;7.0;-1.0;0.0
1775;18;48;41;1;25.0;48.0;41.0;7.0;0.0;0.0
1776;18;48;40;1;24.0;48.0;41.0;6.0;0.0;1.0
1777;20;49;41;1;24.0;48.0;41.0;4.0;-1.0;0.0
1778;19;50;41;1;24.0;48.0;41.0;5.0;-2.0;0.0
1779;20;49;40;1;24.0;48.0;41.0;4.0;-1.0;1.0
1780;19;48;41;1;24.0;48.0;41.0;5.0;0.0;0.0
1781;21;48;40;1;24.0;48.0;41.0;3.0;0.0;1.0
1782;22;46;40;1;24.0;48.0;41.0;2.0;2.0;1.0
1783;22;46;41;1;23.0;48.0;41.0;1.0;2.0;0.0
1784;25;44;42;1;22.0;48.0;41.0;-3.0;4.0;-1.0
1785;26;46;43;1;22.0;48.0;41.0;-4.0;2.0;-2.0
1786;26;43;42;1;22.0;48.0;41.0;-4.0;5.0;-1.0
1787;27;43;45;1;22.0;48.0;41.0;-5.0;5.0;-4.0
1788;25;45;44;1;22.0;48.0;41.0;-3.0;3.0;-3.0
1789;18;53;43;1;22.0;48.0;41.0;4.0;-5.0;-2.0
1790;15;52;45;1;22.0;48.0;41.0;7.0;-4.0;-4.0
1791;15;48;44;1;22.0;48.0;41.0;7.0;0.0;-3.0
1792;17;47;42;1;22.0;48.0;41.0;5.0;1.0;-1.0
1793;17;48;45;1;22.0;48.0;41.0;5.0;0.0;-4.0
1794;20;45;46;1;22.0;48.0;41.0;2.0;3.0;-5.0
1795;21;48;47;1;22.0;48.0;41.0;1.0;0.0;-6.0
1796;22;48;48;1;22.0;48.0;41.0;0.0;0.0;-7.0
1797;24;51;45;1;22.0;48.0;41.0;-2.0;-3.0;-4.0
1798;26;49;43;1;22.0;48.0;41.0;-4.0;-1.0;-2.0
1799;26;48;44;1;22.0;48.0;41.0;-4.0;0.0;-3.0
1800;27;46;44;1;22.0;48.0;41.0;-5.0;2.0;-3.0
1801;24;48;43;1;21.0;48.0;41.0;-3.0;0.0;-2.0
1802;27;47;43;1;21.0;48.0;42.0;-6.0;1.0;-1.0
1803;25;48;44;1;21.0;48.0;42.0;-4.0;0.0;-2.0
1804;27;47;41;1;22.0;48.0;42.0;-5.0;1.0;1.0
1805;30;46;43;1;22.0;48.0;42.0;-8.0;2.0;-1.0
1806;32;52;41;1;22.0;48.0;42.0;-10.0;-4.0;1.0
1807;32;40;42;1;22.0;48.0;42.0;-10.0;8.0;0.0
1808;34;54;45;1;22.0;48.0;42.0;-12.0;-6.0;-3.0
1809;29;50;40;1;22.0;48.0;42.0;-7.0;-2.0;2.0
1810;17;45;40;1;22.0;48.0;42.0;5.0;3.0;2.0
1811;4;28;42;1;24.0;48.0;42.0;20.0;20.0;0.0
1812;8;54;47;1;24.0;48.0;42.0;16.0;-6.0;-5.0
1813;19;56;41;1;25.0;48.0;42.0;6.0;-8.0;1.0
1814;33;57;45;1;25.0;48.0;42.0;-8.0;-9.0;-3.0
1815;55;62;37;1;25.0;48.0;42.0;-30.0;-14.0;5.0
1816;47;48;40;1;25.0;48.0;42.0;-22.0;0.0;2.0
1817;32;46;41;1;25.0;48.0;42.0;-7.0;2.0;1.0
1818;9;45;44;1;25.0;48.0;42.0;16.0;3.0;-2.0
1819;1;42;47;1;25.0;48.0;42.0;24.0;6.0;-5.0
1820;8;57;41;1;26.0;48.0;42.0;18.0;-9.0;1.0
1821;18;39;43;1;25.0;49.0;42.0;7.0;10.0;-1.0
1822;30;50;47;1;25.0;49.0;42.0;-5.0;-1.0;-5.0
1823;47;56;39;1;24.0;49.0;42.0;-23.0;-7.0;3.0
1824;44;59;38;1;24.0;49.0;42.0;-20.0;-10.0;4.0
1825;39;43;40;1;25.0;49.0;42.0;-14.0;6.0;2.0
1826;29;52;38;1;26.0;49.0;42.0;-3.0;-3.0;4.0
1827;11;50;44;1;26.0;49.0;42.0;15.0;-1.0;-2.0
1828;5;47;43;1;26.0;49.0;42.0;21.0;2.0;-1.0
1829;12;53;40;1;26.0;49.0;41.0;14.0;-4.0;1.0
1830;21;61;39;1;26.0;49.0;41.0;5.0;-12.0;2.0
1831;41;51;41;1;27.0;50.0;41.0;-14.0;-1.0;0.0
1832;52;62;36;1;27.0;50.0;41.0;-25.0;-12.0;5.0
1833;39;50;42;1;27.0;49.0;41.0;-12.0;-1.0;-1.0
1834;31;49;42;1;27.0;49.0;41.0;-4.0;0.0;-1.0
1835;9;44;42;1;27.0;50.0;41.0;18.0;6.0;-1.0
1836;8;41;37;1;27.0;50.0;41.0;19.0;9.0;4.0
1837;16;47;45;1;27.0;50.0;41.0;11.0;3.0;-4.0
1838;29;49;47;1;29.0;50.0;41.0;0.0;1.0;-6.0
1839;48;57;39;1;29.0;50.0;41.0;-19.0;-7.0;2.0
1840;47;56;39;1;29.0;50.0;41.0;-18.0;-6.0;2.0
1841;35;47;41;1;29.0;50.0;41.0;-6.0;3.0;0.0
1842;20;53;38;1;29.0;50.0;41.0;9.0;-3.0;3.0
1843;2;48;39;1;27.0;50.0;41.0;25.0;2.0;2.0
1844;8;54;41;1;27.0;50.0;41.0;19.0;-4.0;0.0
1845;20;36;44;1;27.0;50.0;41.0;7.0;14.0;-3.0
1846;39;53;42;1;29.0;51.0;41.0;-10.0;-2.0;-1.0
1847;54;63;36;1;29.0;51.0;41.0;-25.0;-12.0;5.0
1848;40;46;40;1;29.0;51.0;41.0;-11.0;5.0;1.0
1849;24;51;41;1;29.0;50.0;40.0;5.0;-1.0;-1.0
1850;3;49;42;1;29.0;50.0;40.0;26.0;1.0;-2.0
1851;12;55;36;1;29.0;50.0;40.0;17.0;-5.0;4.0
1852;20;43;42;1;29.0;50.0;40.0;9.0;7.0;-2.0
1853;47;47;36;1;29.0;50.0;40.0;-18.0;3.0;4.0
1854;48;55;41;1;29.0;51.0;40.0;-19.0;-4.0;-1.0
1855;32;57;47;1;29.0;51.0;40.0;-3.0;-6.0;-7.0
1856;9;49;46;1;29.0;51.0;40.0;20.0;2.0;-6.0
1857;7;51;36;1;29.0;51.0;40.0;22.0;0.0;4.0
1858;18;47;39;1;29.0;51.0;39.0;11.0;4.0;0.0
1859;45;51;36;1;29.0;51.0;39.0;-16.0;0.0;3.0
1860;48;55;41;1;29.0;51.0;39.0;-19.0;-4.0;-2.0
1861;36;52;45;1;28.0;51.0;39.0;-8.0;-1.0;-6.0
1862;11;47;47;1;28.0;51.0;39.0;17.0;4.0;-8.0
1863;6;44;37;1;29.0;51.0;39.0;23.0;7.0;2.0
1864;14;50;41;1;29.0;51.0;39.0;15.0;1.0;-2.0
1865;34;58;41;1;29.0;51.0;39.0;-5.0;-7.0;-2.0
1866;53;62;33;1;29.0;51.0;39.0;-24.0;-11.0;6.0
1867;43;47;36;1;29.0;51.0;39.0;-14.0;4.0;3.0
1868;27;43;40;1;29.0;51.0;39.0;2.0;8.0;-1.0
1869;10;48;43;1;29.0;51.0;38.0;19.0;3.0;-5.0
1870;12;50;42;1;29.0;51.0;38.0;17.0;1.0;-4.0
1871;20;47;40;1;29.0;51.0;38.0;9.0;4.0;-2.0
1872;36;54;38;1;29.0;51.0;38.0;-7.0;-3.0;0.0
1873;50;61;32;1;29.0;51.0;38.0;-21.0;-10.0;6.0
1874;43;49;36;1;29.0;51.0;38.0;-14.0;2.0;2.0
1875;32;51;47;1;29.0;51.0;38.0;-3.0;0.0;-9.0
1876;16;51;43;1;29.0;51.0;38.0;13.0;0.0;-5.0
1877;2;47;40;1;29.0;51.0;38.0;27.0;4.0;-2.0
1878;11;54;36;1;29.0;51.0;38.0;18.0;-3.0;2.0
1879;34;58;39;1;29.0;51.0;37.0;-5.0;-7.0;-2.0
1880;51;62;36;1;29.0;51.0;37.0;-22.0;-11.0;1.0
1881;44;52;38;1;29.0;52.0;37.0;-15.0;0.0;-1.0
1882;34;48;43;1;29.0;51.0;37.0;-5.0;3.0;-6.0
1883;10;52;33;1;29.0;51.0;37.0;19.0;-1.0;4.0
1884;2;47;39;1;29.0;51.0;37.0;27.0;4.0;-2.0
1885;18;50;32;1;29.0;51.0;37.0;11.0;1.0;5.0
1886;29;53;32;1;29.0;52.0;36.0;0.0;-1.0;4.0
1887;38;49;36;1;29.0;51.0;36.0;-9.0;2.0;0.0
1888;36;51;33;1;29.0;51.0;36.0;-7.0;0.0;3.0
1889;31;59;38;1;29.0;52.0;36.0;-2.0;-7.0;-2.0
1890;30;63;43;1;29.0;52.0;36.0;-1.0;-11.0;-7.0
1891;29;63;36;1;29.0;52.0;36.0;0.0;-11.0;0.0
1892;25;53;33;1;29.0;52.0;36.0;4.0;-1.0;3.0
1893;27;49;29;1;29.0;52.0;36.0;2.0;3.0;7.0
1894;27;41;30;1;29.0;52.0;36.0;2.0;11.0;6.0
1895;28;38;38;1;29.0;52.0;36.0;1.0;14.0;-2.0
1896;28;55;37;1;29.0;52.0;36.0;1.0;-3.0;-1.0
1897;29;63;26;1;29.0;52.0;36.0;0.0;-11.0;10.0
1898;29;61;23;1;29.0;52.0;35.0;0.0;-9.0;12.0
1899;29;33;23;1;29.0;52.0;35.0;0.0;19.0;12.0
1900;27;30;32;1;29.0;52.0;35.0;2.0;22.0;3.0
1901;26;53;38;1;29.0;52.0;35.0;3.0;-1.0;-3.0
1902;32;62;37;1;29.0;52.0;35.0;-3.0;-10.0;-2.0
1903;30;62;22;1;29.0;52.0;35.0;-1.0;-10.0;13.0
1904;32;63;20;1;29.0;52.0;35.0;-3.0;-11.0;15.0
1905;27;39;24;1;29.0;52.0;35.0;2.0;13.0;11.0
1906;26;26;37;1;29.0;52.0;33.0;3.0;26.0;-4.0
1907;23;56;40;1;29.0;53.0;33.0;6.0;-3.0;-7.0
1908;30;59;37;1;29.0;53.0;33.0;-1.0;-6.0;-4.0
1909;32;63;18;1;29.0;52.0;33.0;-3.0;-11.0;15.0
1910;36;63;20;1;29.0;52.0;33.0;-7.0;-11.0;13.0
1911;29;41;26;1;29.0;52.0;33.0;0.0;11.0;7.0
1912;27;32;40;1;29.0;52.0;33.0;2.0;20.0;-7.0
1913;22;55;43;1;29.0;53.0;32.0;7.0;-2.0;-11.0
1914;29;59;32;1;29.0;52.0;32.0;0.0;-7.0;0.0
1915;31;63;14;1;29.0;52.0;32.0;-2.0;-11.0;18.0
1916;38;55;18;1;29.0;52.0;32.0;-9.0;-3.0;14.0
1917;29;30;30;1;29.0;52.0;32.0;0.0;22.0;2.0
1918;28;40;39;1;29.0;52.0;32.0;1.0;12.0;-7.0
1919;28;51;35;1;29.0;53.0;32.0;1.0;2.0;-3.0
1920;30;63;22;1;29.0;53.0;32.0;-1.0;-10.0;10.0
1921;38;62;20;1;29.0;53.0;32.0;-9.0;-9.0;12.0
1922;27;46;32;1;29.0;53.0;32.0;2.0;7.0;0.0
1923;26;31;41;1;29.0;53.0;32.0;3.0;22.0;-9.0
1924;27;52;35;1;29.0;54.0;31.0;2.0;2.0;-4.0
1925;30;57;23;1;29.0;54.0;30.0;-1.0;-3.0;7.0
1926;33;63;12;1;29.0;53.0;30.0;-4.0;-10.0;18.0
